titolo,descrizione,img,tag,categoria,territorio,URL,fontedati,webmap,collaborazione,data,mese,anno,titolo_pm,primamappa
Oli vegetali usati punti di raccolta in Sicilia,La mappa dei punti di raccolta è disponibile all'indirizzo https://ecologicaitaliana.com/mappa-raccolte-oli.html ed ulteriori informazioni sono disponibili al numero verde gratuito 800-987719,https://palermohub.opendatasicilia.it/legend/thumbs_index/oli_vegetali.jpg,"Olii,Riciclo,Rifiuti",Ambiente,Sicilia,https://palermohub.opendatasicilia.it/oli_vegetali.html,ecologicaitaliana.com,,"@aborruso,@cirospat,@gbvitrano",04-03-2020,2020-March,2020,,http://umap.openstreetmap.fr/it/map/oli-vegetali-usati-punti-di-raccolta-in-sicilia_426938
Italia - Mappa news Incendi registrati nel 2020,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2020,https://palermohub.opendatasicilia.it/legend/thumbs_index/news_incendi_2020.jpg,"Incendi,News,EFFIS,Pericolo","Emergenze,Ambiente,Incendi",Italia,https://palermohub.opendatasicilia.it/news_incendi_2020.html,"European Forest Fire Information System,EFFIS",,@gbvitrano,01-01-2020,2020-January,2020,Italia – Mappa news Incendi registrati nel 2020,http://u.osmfr.org/m/403685/
Mappa terremoti in Italia nel 2020 (earthquakes today),Mappa terremoti in Italia nel 2020 - Archivo eventi sismici registarti nel 2019 suddivisi per mese,https://palermohub.opendatasicilia.it/legend/thumbs_index/terremoti_2018.jpg,"Terremoti,Terremoto,IGNV,Lista terremto,",Emergenze,Italia,https://palermohub.opendatasicilia.it/terremoti_2020.html,INGV,,"@aborruso,@gbvitrano",01-01-2020,2020-January,2020,Terremoti in Italia nel 2020 (earthquakes today),http://u.osmfr.org/m/403690/
Ufficio Anagrafe e Postazioni decentrate dove vegono rilasciate le carte d'identità elettroniche - CIE,"Palermo, Ufficio Anagrafe, Postazioni decentrate e sede di Circoscrizione. Carta di identità elettronica. Dal primo ottobre, Il costo di rilascio sarà di 22.20 euro di cui 16.8 andranno al Ministero dell’Interno, mentre per ottenere il duplicato in caso di danneggiamento, furto o smarrimento il costo sarà di 27.35 euro....",https://palermohub.opendatasicilia.it/legend/thumbs_index/cie.jpg,"Palermo,Cie,CIE,Carta di identità elettronica,Ufficio Anagrafe, Postazioni decentrate,Circoscrizioni,",Uffici Comunali,Palermo,https://palermohub.opendatasicilia.it/cie.html,Comune,,@gbvitrano,21-09-2019,2019-September,2019,Ufficio Anagrafe e Postazioni decentrate dove vegono rilasciate le carte d'identità elettroniche,http://u.osmfr.org/m/367156/
"Fontanelle a Palermo, un progetto per scoprire quelle di acqua potabile - Rielaborazione dati OpenDataSicilia.it e Associazione onData.it","Adesso lo sai, Se usi una fontanella, ti prendi cura del mondo,  Non fare piangere una fontanella, USALA!",https://palermohub.opendatasicilia.it/legend/thumbs_index/social_card_07.jpg,"Palermo,Fontanelle,Fontane,Acqua pubblica,Amap,PlasticFree,PalermoPlasticFree,",Ambiente,Palermo,https://fontanelle.ondata.it/mappa/,"AMAP,Comune  di Palermo",,"@aborruso,@Emiliodigri,@totofiandaca,@cirospat,@gpirrotta,@gbvitrano",26-08-2019,2019-August,2019,Fontanelle a Palermo,https://fontanelle.ondata.it/
Fontanelle acqua potabile Comune di Palermo - 2019,"Palermo, mappa delle fontane e fontanelle pubbliche di aqcua potabile più vicono casa. Si potrà fare approvvigionamento di acqua potabile e frenare il consumo di plastica. Un piccolo gesto per la difesa dell'ambiente. #PalermoPlasticFree",https://palermohub.opendatasicilia.it/legend/thumbs_index/fontanelle1_pa.jpg,"Palermo,Fontanelle,Fontane,Acqua pubblica,Amap,PlasticFree,PalermoPlasticFree,",Ambiente,Palermo,https://palermohub.opendatasicilia.it/fontanelle_pa.html,AMAP SPA - Palermo,,@gbvitrano,25-08-2019,2019-August,2019,Le Fontanelle di Palermo - AMAP SPA,https://www.amapspa.it/it/azienda/le-fontanelle-di-palermo/
Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2018 - Rielaborati con Flourish,"Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2018 - Rielaborati con Flourish, la piattaforma più potente per la visualizzazione e la narrazione dei dati",https://palermohub.opendatasicilia.it/legend/thumbs_index/sinistri_2018_flourish.jpg,"Palermo,Polizia Municipale,Incidenti,Sinistri,Flourish",Mobilità,Palermo,https://palermohub.opendatasicilia.it/sinistri_2018_flourish.html,Comune di Palermo,,"@aborruso,@gbvitrano",22-07-2019,2019-July,2019,"Storytelling Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2018 - Rielaborati con Flourish

  
  




  
  


",https://public.flourish.studio/story/65380/
"Sicilia, spiagge accessibili 2019","Strutture balneari che tra percorsi dedicati e servizi necessari per le persone con disabilità motoria (anche temporanea) costituiscono in Sicilia una costellazione di spiagge accessibili in cui il mare è accessibile: da Palermo ad Agrigento, da Trapani a Catania, Siracusa e Pantelleria, il mare di Sicilia è un'esperienza godibile da tutti. (cit)",https://palermohub.opendatasicilia.it/legend/thumbs_index/sicilia_spiagge_accessibili_02.jpg,"Sicily accessible beaches,Sicilia spiagge accessibili,Sedia Job,Disabili,Vacanze,Mare,Spiagge,Dog club,Dog beach,Spiaggia di Pluto, Sicilia spiagge per disabili",Cultura,Sicilia,https://palermohub.opendatasicilia.it/sicilia_spiagge_accessibili.html,Sicilia Turismo per Tutti,,@gbvitrano,22-06-2019,2019-June,2019,"Sicilia, spiagge accessibili 2019",http://u.osmfr.org/m/339960/
"Palermo, popolazione residente per cittadinanza, UPL , Quartiere e Circoscrizione - 2018 Mappa a densità di punti","Gli stranieri residenti a Palermo nel 2018  sono 25.735 e rappresentano 130 Nazionalità, oggi sono il 3,83% della popolazione totale (670.954). Chi sono questi stranieri? Da dove vengono? Quanti sono? Dove vivono? Qual'è il rapporto stranieri/italiani nel territorio? ...I cittadini Bangladesi, Singalesi, Ghanesi e Romeni da soli costituiscono più della  metà (57,41%) di tutti gli stranieri residenti a  Palermo.",https://palermohub.opendatasicilia.it/legend/thumbs_index/stranieri_residenti_subregions_dot.jpg,"Popolazione straniera,Stranieri,Palermo,Circoscrizioni",Statistica,Palermo,https://palermohub.opendatasicilia.it/stranieri_residenti_subregions_dot.html,Comune di Palermo,,"@aborruso,@totofiandaca,@gbvitrano",08-06-2019,2019-June,2019,,
Residenti Stranieri a Palermo - 2018,Popolazione Residente a Palermo nel 2018. Palermo si contraddistingue tra i comuni siciliani per una maggiore presenza multietnica: gli stranieri residenti sono di 127 differenti nazionalità. Questa specificità è testimoniata tanto dal crogiolo di lingue parlate quanto dalle diverse “culture” presenti.,https://palermohub.opendatasicilia.it/legend/thumbs_index/residenti_stranieri_pa.jpg,"Popolazione straniera,Stranieri,Palermo,Circoscrizioni,",Statistica,Palermo,https://palermohub.opendatasicilia.it/stranieri_residenti_suregions.html,Comune di Palermo,,"@aborruso,@totofiandaca,@gbvitrano",18-05-2019,2019-May,2019,,
#FACCIAMOUNPATTO,"Palermo - Piano di pulizia straordinaria - 2019, dal 06 Maggio al 17 Luglio 2019 Piano di pulizia straordinario, 62 giorni lavorativi per la pulizia straordinaria di tutti i quartieri.",https://palermohub.opendatasicilia.it/legend/thumbs_index/FACCIAMOUNPATTO.jpg,"FACCIAMOUNPATTO,TENIAMOPULITO,Pulizia straordinria,Piano,Decoro Urbano,Ambiente,",Ambiente,Palermo,https://palermohub.opendatasicilia.it/FACCIAMOUNPATTO.html,Comune di Palermo,,@gbvitrano,04-05-2019,2019-May,2019,Palermo - Piano di pulizia straordinaria - 2019,http://u.osmfr.org/m/322422/
Siclia - Parafarmacie 2019,Mappa puntuale delle parafarmacie su tutto il territorio regionale,https://palermohub.opendatasicilia.it/legend/thumbs_index/sicilia_parafarmacie.jpg,"Parafarmacie,Framaci da banco,farmaci vendibili senza ricetta",Cultura,Sicilia,https://palermohub.opendatasicilia.it/sicilia_parafarmacie.html,Regione Sicilia,,@gbvitrano,26-04-2019,2019-April,2019,Siclia - Parafarmacie 2019,http://u.osmfr.org/m/319479/
Palermo - Stagione balneare 2019 - Divieti di balneazione,"Divieto di balneazione, dal 1° maggio al 31 ottobre 2019, nei tratti di mare antistanti la costa del territorio di Palermo. L’Ordinanza fa riferimento alle disposizioni contenute nel Decreto n. 421 del 19 marzo scorso dell’Assessorato Regionale della Salute - Dipartimento Attività Sanitarie ed Osservatorio Epidemiologico di valutazione delle acque di mare destinate alla balneazione.",https://palermohub.opendatasicilia.it/legend/thumbs_index/pa_divieti_balneazione_2019.jpg,"Mare,Spiaggia,Divieti,Balneazione,Estate,",Ambiente,Palermo,https://palermohub.opendatasicilia.it/pa_divieti_balneazione_2019.html,Comune di Palermo,,@gbvitrano,19-04-2019,2019-April,2019,Palermo - Stagione balneare 2019 - Divieti di balneazione,http://u.osmfr.org/m/317227/
Responsabile della transizione al digitale (RTD) - Sicilia,Il Responsabile Transizione Digitale è una figura professionale prevista dall'art. 17 del Codice dell'Amministrazione Digitale,https://palermohub.opendatasicilia.it/legend/thumbs_index/RTD.jpg,"RTD,Responsabile transizione digitale,Enti,",Cultura,Sicilia,https://palermohub.opendatasicilia.it/RTD.html,indicepa.gov.it,,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",03-04-2019,2019-April,2019,Responsabile transizione digitale - Sicilia,http://u.osmfr.org/m/310910/
A.M.T. Catania - Marzo 2019,Azienda Metropolitana Trasporti (A.M.T.) Catania - Marzo 2019 - NO GTFS,https://palermohub.opendatasicilia.it/legend/thumbs_index/amt_catania.jpg,"Bus,Fermate,Catania,Mobilità,AMT",Mobilità,Catania,https://palermohub.opendatasicilia.it/amt_catania.html,AMT - Catania,,"@aborruso,@totofiandaca,@gbvitrano",29-03-2019,2019-March,2019,Azienda Metropolitana Trasporti (AMT) Catania - Marzo 2019,http://u.osmfr.org/m/308965/
CCR Centro Comunale di Raccolta - Isola ecologica,Cosa è il CCR Centro Comunale di Raccolta...? E’ un’area presidiata per la raccolta differenziata dei rifiuti urbani e assimilati,https://palermohub.opendatasicilia.it/legend/thumbs_index/ccr_isole_ecologiche_02.jpg,"Riciclo,Indumenti,Abbandono,Isola ecologica,Raccolta differenziata,Rifiuti urbani,","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/ccr_isole_ecologiche.html,RAP,,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",23-03-2019,2019-March,2019,Palermo - CCR Centro Comunale di Raccolta - Isola ecologica,http://u.osmfr.org/m/307075/
INFC,Inventario Nazionale delle Foreste e dei Serbatoi Forestali di Carbonio (INFC) - Dati quantitativi su popolamento e necromassa,https://palermohub.opendatasicilia.it/legend/thumbs_index/concentrazione_alberi.jpg,"Alberi,Boschi,Castagneti,Pino,Sugherete,Igrofili,Abete rosso,Abete bianco,Rovere,Popolamento,Necromassa ",Ambiente,Italia,https://palermohub.opendatasicilia.it/concentrazione_alberi.html,INFC,,@gbvitrano,16-03-2019,2019-March,2019,,
Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2018 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3340),https://palermohub.opendatasicilia.it/legend/thumbs_index/sinistri_2018.jpg,"Palermo,Polizia Municipale,Incidenti,Sinistri,",Mobilità,Palermo,https://palermohub.opendatasicilia.it/sinistri_2018.html,Comune di Palermo,,@gbvitrano,15-03-2019,2019-March,2019,Palermo Sinistri stradali 2018,http://u.osmfr.org/m/303740/
Teca Digitale e Bene Comune,"Mappa dei progetti Teca digitale, immagini storiche che il Sistema Bibliotecario Cittadino di Palermo ha reso disponibile online sul social network flickr, tutte pubblicate con una licenza aperta CC BY-SA 4.0 che ne consente il riuso - Rielaborazione dati OpenDataSicilia",https://palermohub.opendatasicilia.it/legend/thumbs_index/library_02.jpg,"Foto storiche,Cartoline,Postcard,Palermo,Persone,Hotel,Ristoranti,Caffè,Parco,Piazza,Via,Collezione,Cartografie Storiche,
",Cultura,"Palermo
",https://palermohub.opendatasicilia.it/teca_digitale.html,Comune di Palermo,,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",12-03-2019,2019-March,2019,Teca Digitale e Bene Comune,
Biblioteche e bene comune digitale,"Mappa dei progetti Teca digitale, immagini storiche che il Sistema Bibliotecario Cittadino di Palermo ha reso disponibile online sul social network flickr, tutte pubblicate con una licenza aperta CC BY-SA 4.0 che ne consente il riuso - Rielaborazione dati OpenDataSicilia",https://palermohub.opendatasicilia.it/legend/thumbs_index/teca_digitale.jpg,"Foto storiche,Cartoline,Postcard,Palermo,Persone,Hotel,Ristoranti,Caffè,Parco,Piazza,Via,Collezione,Cartografie Storiche 
",Cultura,"Palermo
",https://palermohub.opendatasicilia.it/library.html,Comune di Palermo,,"@aborruso,@gbvitrano",12-03-2019,2019-March,2019,Biblioteche e bene comune digitale,http://u.osmfr.org/m/301213/
Mappa del pendolarismo da e per Palermo 2011 | flowmap.blue,Mappa dinamica del pendolarismo da e per Palermo – Istat 2011,https://palermohub.opendatasicilia.it/legend/thumbs_index/Pendolarismo_flowmap_blue.jpg,"Mobilità,Pendolarismo,Bus,Mezzo proprio,Lavoro, Studio,ISTAT",Mobilità,Sicilia,https://flowmap.blue/1gDrYiVk4jNhmqkBhFwKOYhBTHfOU_GNsjDUHV5vpuVE,ISTAT,,@gbvitrano,25-01-2019,2019-January,2019,,https://flowmap.blue/1gDrYiVk4jNhmqkBhFwKOYhBTHfOU_GNsjDUHV5vpuVE
Italia - Mappa news Incendi registrati nel 2019,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2019. ,https://palermohub.opendatasicilia.it/legend/thumbs_index/news_incendi_2019.jpg,"Incendi,News,EFFIS,Pericolo","Emergenze,Ambiente,Incendi",Italia,https://palermohub.opendatasicilia.it/news_incendi_2019.html,"European Forest Fire Information System,EFFIS",,@gbvitrano,13-01-2019,2019-January,2019,Italia – Mappa news Incendi registrati nel 2019,http://u.osmfr.org/m/271485/
Mappa terremoti in Italia nel 2019 (earthquakes today),Mappa terremoti in Italia nel 2019 - Archivo eventi sismici registarti nel 2019 suddivisi per mese,https://palermohub.opendatasicilia.it/legend/thumbs_index/terremoti_2019.jpg,"Terremoti,Terremoto,IGNV,Lista terremto,",Emergenze,Italia,https://palermohub.opendatasicilia.it/terremoti_2019.html,INGV,,"@aborruso,@gbvitrano",01-01-2019,2019-January,2019,Terremoti in Italia nel 2019 (earthquakes today),http://u.osmfr.org/m/278617/
Mappa terremoti in Italia nel 2018,Mappa terremoti in Italia nel 2018 - Archivo eventi sismici registarti nel 2018 suddivisi per mese,https://palermohub.opendatasicilia.it/legend/thumbs_index/terremoti_2018.jpg,"Terremoti,Terremoto,IGNV,Lista terremto,",Emergenze,Italia,https://palermohub.opendatasicilia.it/terremoti_2018.html,INGV,,"@aborruso,@gbvitrano",30-12-2018,2018-December,2018,Terremoti in Italia nel 2018,http://u.osmfr.org/m/278582/
Stalli riservati all'Ape Calessino,47 stalli riservati all'Ape Calessino per servizio pubblico,https://palermohub.opendatasicilia.it/legend/thumbs_index/motocarrozzette.jpg,"Taxi,Ape Calessino,Cultura,Turismo,Mobilità,Motocarrozzette",Mobilità,Palermo,https://palermohub.opendatasicilia.it/motocarrozzette.html,Comune di Palermo,,@cirospat,17-11-2018,2018-November,2018,Spazi riservati alle motocarrozzette per servizio pubblico,http://u.osmfr.org/m/266413/
ARS - Mappa Deputati della XVII Legislatura,Assemblea Regionale Siciliana - ARS - Mappa Deputati della XVII Legislatura distribuiti per collegio di elezione ,https://palermohub.opendatasicilia.it/legend/thumbs_index/deputati_ars.jpg,"ARS,Deputati della XVII Legislatura,Sicilia,Colleggio elettorale,","Cultura,ARS",Sicilia,https://palermohub.opendatasicilia.it/deputati_ars.html,Regione Sicilia,,"@gpirrotta,@gbvitrano",11-11-2018,2018-November,2018,,
Mappa interattiva segnalazioni RAP ,Mappa interattiva delle segnalazioni alla RAP (Risorse Ambiente Palermo) by OpenDataSicilia - Settembre 2018,https://palermohub.opendatasicilia.it/legend/thumbs_index/app_rap.jpg,"Rifiuti,Segnalazioni,RAP,Palermo,Discariche abusive,Tableau,","Ambiente,Rifiuti,Riciclo",Palermo,https://palermohub.opendatasicilia.it/app_rap.html,Applicazione RAP,,"@aborruso,@totofiandaca,@gbvitrano",14-10-2018,2018-October,2018,,
"Targa Florio Classica - Ferrari Tribute, limitazioni alla circolazione veicolare - Palermo","Manifestazione automobilistica ""Targa Florio Classica - Ferrari Tribute ""riservata a vetture storiche valida per il Campionato Italiano grandi Eventi e Ferrari Tribute to Targa Florio riservata ai possessori di vetture Ferrari.",https://palermohub.opendatasicilia.it/legend/thumbs_index/targa_florio.jpg,"Palermo,Targa Florio,Viabilità,Divieto di circolazione,Divieto di sosta,Limitazioni alla circolazione,",Mobilità,Palermo,https://palermohub.opendatasicilia.it/targa_florio.html,Comune di Palermo,,@gbvitrano,05-10-2018,2018-October,2018,"Targa Florio Classica - Ferrari Tribute, limitazioni alla circolazione veicolare - Palermo",http://u.osmfr.org/m/253444/
Palermo - Aggiornamento del catasto dei soprassuoli percorsi dal fuoco,Palermo - Aggiornamento del catasto dei soprassuoli percorsi dal fuoco - Incendi anno 2017,https://palermohub.opendatasicilia.it/legend/thumbs_index/pa_catasto_fuoco.jpg,"Catasto incendi,Palermo,Incendi,Sicilia,","Emergenze,Ambiente,Incendi",Palermo,https://palermohub.opendatasicilia.it/catasto_terre_bruciate_palermo.html,"Comune di Palermo,Copernicus",,@gbvitrano,01-10-2018,2018-October,2018,Palermo - Aggiornamento del catasto dei soprassuoli percorsi dal fuoco - Incendi anno 2017,http://u.osmfr.org/m/257151/
Localizzazione degli edifici scolastici attivi - Anno Scolastico 2017/18 - Provincia Palermo,"Al via l’operazione trasparenza sui dati dell’Anagrafe dell’edilizia scolastica, da oggi disponibili in chiaro, per singolo istituto scolastico, attraverso il portale del Ministero dell’Istruzione, dell’Università e della Ricerca nella sezione dedicata ai dati e open data.",https://palermohub.opendatasicilia.it/legend/thumbs_index/anagrafe_scuola.jpg,"Ediliazia Scolastica,MIUR,Scuola,Anagrafe dell’edilizia,",Strumenti Urbanistici,Palermo,https://palermohub.opendatasicilia.it/anagrafe_scuola.html,MIUR,,@gbvitrano,29-09-2018,2018-September,2018,Localizzazione degli edifici scolastici attivi - Anno Scolastico 2017/18 - Provincia Palermo,http://u.osmfr.org/m/252061/
Papa Francesco a Palermo,Viabilità provvisoria in occasione della visita di Papa Francesco a Palermo - Settembre 2018,https://palermohub.opendatasicilia.it/legend/thumbs_index/papafrancescopalermo.jpg,"Papa Francesco,Strade chiuse,Diviti di sosta, Diviti di transito,Metropolitana,Tram,Viabilità provvisoria,",Mobilità,Palermo,https://palermohub.opendatasicilia.it/papafrancescopalermo.html,Comune di Palermo,,"@totofiandaca,@gbvitrano",09-09-2018,2018-September,2018,Viabilità provvisoria in occasione della visita di Papa Francesco a Palermo - Settembre 2018,http://bit.ly/papafrancescopalermo
"Sicilia - Ponti e viadotti Agosto 2018 - Tableau public
","Mappa intereattiva dei ponti e viadotti siciliani, utilizzando Tableau Public usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu)",https://palermohub.opendatasicilia.it/legend/thumbs_index/ponti_tableau.jpg,"Infrastrutture,Ponti,Viadotti,Crolli,Monitoraggio Civico,Tableau,",Mobilità,Sicilia,https://palermohub.opendatasicilia.it/ponti_sicilia_centroidi.html,OpenStreetMap,,"@gbvitrano,@totofiandaca",27-08-2018,2018-August,2018,Sicilia - Ponti e viadotti Agosto 2018 - Tableau public,http://u.osmfr.org/m/242901/
"Sicilia - Ponti e viadotti Agosto 2018 
",Localizzati 8.703 tratte stradali su ponte o viadotti della Sicilia usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu),https://palermohub.opendatasicilia.it/legend/thumbs_index/ponti_viadotti_sicilia_01.jpg,"Infrastrutture,Ponti,Viadotti,Crolli,Monitoraggio Civico,Tableau,",Mobilità,Sicilia,https://palermohub.opendatasicilia.it/ponti_viadotti_sicilia.html,OpenStreetMap,,@gbvitrano,24-08-2018,2018-August,2018,Sicilia - Ponti e viadotti Agosto 2018 (8.703 tratte stradali su ponte o viadotti),"http://u.osmfr.org/m/242667/
"
Sicurezza ponti e cavalcavia - Palermo - Agosto 2018,"Localizzazione dei ponti di Palermo usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu) e mettendoli ove possibile in relazione con i dati della suddetta relazione del comunicato stampa del Comune di Palermo. Purtroppo al momento, in attesa dei dati del catasto ufficiale, è poco più di un elenco.",https://palermohub.opendatasicilia.it/legend/thumbs_index/sicurezzapontipalermo.jpg,"Infrastrutture,Ponti,Viadotti,Crolli,Monitoraggio,Tableau,",Mobilità,Palermo,https://palermohub.opendatasicilia.it/sicurezzapontipalermo.html,"Comune di Palermo,OpenStreetMap",,@gbvitrano,24-08-2018,2018-August,2018,Sicurezza ponti e cavalcavia - Palermo - Agosto 2018,http://u.osmfr.org/m/242667/
Italia – Ponti e viadotti - Agosto 2018,"La mappa è stata realizzata dopo l’ennesimo crollo di un ponte, (Genova, crolla il Ponte Morandi) con i dati estratti da OSM utilizzando overpass-turbo.eu, strumento utilissimo sia per semplicità d’utilizzo che per la possibilità di effettuare estrazioni mirate, ovvero ci permette di filtrare il tipo di dati che ci servono in una determinata area geografica. Si potrebbe utilizzare la mappa come base cartografica per un censimento Nazionale di ponti e viadotti, segnalando con foto o video lo stato di fatto o apparente di ponti e viadotti di strade locali e nazionali del nostro Paese.",https://palermohub.opendatasicilia.it/legend/thumbs_index/italia_ponti_viadotti.jpg,"Infrastrutture,Ponti,Viadotti,Crolli,Monitoraggio Civico,Tableau,",Mobilità,Italia,https://palermohub.opendatasicilia.it/sicilia_ponti_viadotti.html,OpenStreetMap,,@gbvitrano,15-08-2018,2018-August,2018,Italia – Ponti e viadotti,http://bit.ly/pontieviadotti
Dove sono gli alberi monumentali d'Italia?,"La scoperta di un dataset interessante, indispensabile per fare conoscere un patrimonio di grande valore, probabilmente poco noto.",https://palermohub.opendatasicilia.it/legend/thumbs_index/alberi_monumentali.jpg,"Alberi,Monumenti,Politiche agrigole,Ministero,Natura,Ecologia,",Ambiente,Italia,https://palermohub.opendatasicilia.it/alberi_monumentali.html,Ministero delle politiche agricole alimentari e forestali,,@aborruso,28-05-2018,2018-May,2018,Dove sono gli alberi monumentali d’Italia? - L’elaborazione di un dataset e una richiesta al ministero,"https://medium.com/tantotanto/dove-sono-gli-alberi-monumentali-ditalia-ffd7d0d6d860
"
Mappa Concessioni Demaniali Marittime,Il dataset continene i dati delle concessioni marittime gestiti dal SID il portale del mare -portale integrato per la pianificazione del demanio e dello spazio marittimo. Le informazioni contengono anche la geolocalizzazione. I dati si riferiscono ad Aprile 2018.,https://palermohub.opendatasicilia.it/legend/thumbs_index/Concessioni_Demaniali_Marittime.jpg,Concessioni Demaniali Marittime,Ambiente,Italia,https://palermohub.opendatasicilia.it/concessioni_demaniali_marittime.html,"Ministero delle Infrastrutture e dei Trasporti,dati.mit.gov.it",,@gbvitrano,29-04-2018,2018-April,2018,Mappa Concessioni Demaniali Marittime,http://u.osmfr.org/m/216683/
Mappa dei rischi dei comuni Italiani,Esplora gli indicatori della Mappa dei rischi dei comuni Italiani - Dataset rilsciato dall'ISTAT in 2017,https://palermohub.opendatasicilia.it/legend/thumbs_index/Guenter_ixmaps_istat.jpg,Rischi dei comuni Italiani,Ambiente,Italia,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/ISTAT/index_rischi_explorer_cratere.html,ISTAT,,@grichter,19-04-2018,2018-April,2018,,
Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2017 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3468),https://palermohub.opendatasicilia.it/legend/thumbs_index/sinistri_2017.jpg,"Palermo,Polizia Municipale,Incidenti,Sinistri,",Mobilità,Palermo,https://palermohub.opendatasicilia.it/sinistri_2017.html,Comune di Palermo,,@gbvitrano,20-03-2018,2018-March,2018,Palermo Sinistri stradali 2017,http://u.osmfr.org/m/212004/
Elezioni Politiche 2018,Il voto elettorale come non l'avete mai visto,https://palermohub.opendatasicilia.it/legend/thumbs_index/elezioni_2018.jpg,Elezioni Politiche,Politica,Italia,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/Elezioni%202018/index_2018_maps.html,onData.it,,"@grichter,@aborruso",15-03-2018,2018-March,2018,,
"Palermo AirBnB - Opendata Gennaio 2018
","Palermo AirBnB - Opendata Gennaio 2018 - Nella mappa sono riportati gli alloggi turistici di Palermo (4.319) affiliati della piattaforma home sharing Inside Airbnb
",https://palermohub.opendatasicilia.it/legend/thumbs_index/palermo_airbnb.jpg,"Palermo,Turismo,AirBnB,Alloggi,Camere,Camere in affitto,Vacanze, Bed & Breakfasts,Ville,Appartamenti,Resort,Ostelli,Hotel,B&B:Prezzi,","Cultura,Turismo",Palermo,https://palermohub.opendatasicilia.it/palermo_airbnb.html,Scraping di Murray Cox - @murraycoxphoto,,@gbvitrano,25-01-2018,2018-January,2018,,
"Geocodifica il tuo indirizzo
","Usa questa utility  per trovare le coordinate geografiche di un punto  di una  via, una località, un comune o una regione.
Per otterere le coordinate latitudine e longitudine puoi:
Scrivere per esteso il nome della via o della 
località (semplificato dal completamento automatico di Google per le 
località Italiane) che ti interessa e cliccare su invio.Trascinare il markernella mappa per ottenere le coordinate e l'indirizzo.",https://palermohub.opendatasicilia.it/legend/thumbs_index/geolocalizza.jpg,"Geolocalizzati,Indirizzo,Coordinate,Latitudine,Longitudine,",Cultura,Italia,https://palermohub.opendatasicilia.it/geolocalizza.html,Google Maps,,@gbvitrano,12-01-2018,2018-January,2018,Geocodifica il tuo indirizzo,https://siciliahub.github.io/mappe/geolocation/geolocation.html
Italia - Mappa news Incendi registrati nel 2018,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2018. ,https://palermohub.opendatasicilia.it/legend/thumbs_index/news_incendi_2018.jpg,"Incendi,News,EFFIS,Pericolo","Emergenze,Ambiente,Incendi",Italia,https://palermohub.opendatasicilia.it/news_incendi_2018.html,"European Forest Fire Information System,EFFIS",,@gbvitrano,01-01-2018,2018-January,2018,Italia – Mappa news Incendi registrati nel 2018,http://u.osmfr.org/m/188138/
ATM Messina - GTFS,Mappa Trasporti pubblici ATM Messina - GTFS - Dicembre 2017,https://palermohub.opendatasicilia.it/legend/thumbs_index/atm_me.jpg,"Messina,ATM,GTFS,Bus,Tram,Fermate",Mobilità,Messina,https://palermohub.opendatasicilia.it/atm_me.html,"Comune di Messina,UNIME",,"@aborruso,@piersoft,@gbvitrano",24-12-2017,2017-December,2017,Mappa Trasporti pubblici ATM Messina - GTFS - Dicembre 2017,http://u.osmfr.org/m/187678/
P.A.I. Geomorfologia e Idraulica di Palermo – Qgis Cloud,P.A.I. Geomorfologia e Idraulica di Palermo – Qgis Cloud,https://palermohub.opendatasicilia.it/legend/thumbs_index/pai_qgis_cloud.jpg,"Ambiente,Pericolosità Geomofologicia,Rischio Geomofologico,Dissesti,Rischio Idraulico,Pericolosità Idraulica,Palermo",Strumenti Urbanistici,Palermo,https://palermohub.opendatasicilia.it/pai_qgis_cloud.html,Regione Sicilia,,"@aborruso,Tonino Corso,@gbvitrano ",22-12-2017,2017-December,2017,P.A.I. Geomorfologia e Idraulica di Palermo – Qgis Cloud,https://goo.gl/GAmnKS
