FOGLIO,PLLA,n_record,subalterni,CATEGORIA,TIPO,SUBTIPO,INDIRIZZO,NUMERO_CIVICO
135,614,11,4 14 16 17 19 20 5 22 7 9 10,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA DELLO SPASIMO,17
135,616,12,1 2 5 8 9 10 3 4 13 14 15 18,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),PIAZZA VENTIMIGLIA CARLO MARIA7,
136,13,1,,Terreno,VERDE,VERDE PUBBLICO,VIA VITTORIO EMANUELE,
136,171,1,,Edificio,SCUOLA,MEDIA,VIA DEL PROTONOTARO,4
136,360,1,3,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VICOLO SPAGNA (1),21
137,0000M,1,,Area,CULTURALE,MONUMENTO,PIAZZA CASA PROFESSA,1
137,220,1,,Area,CULTURALE,MONUMENTO,PIAZZA S.CHIARA,3
137,521,6,1-2- 1 2 3 4 5,Area,CULTURALE,MONUMENTO,PIAZZA CASA PROFESSA,1
137,522,2,,Area,CULTURALE,MONUMENTO,PIAZZA CASA PROFESSA,1
137,523,2,,Area,CULTURALE,MONUMENTO,PIAZZA CASA PROFESSA,1
137,965,1,1,Unità non abitativa,LOCALE,MAGAZZINO,VIA DELLE PERGOLE,74
138,358,2,,Unità abitativa,ABITAZIONE DI SERVIZIO,ALLOGGIO CUSTODE,PIAZZA MAGIONE,1
138,517,1,1,Unità non abitativa,LOCALE,MAGAZZINO,VIA ROMA,2
138,531,1,5,Unità non abitativa,LOCALE,MAGAZZINO,PIAZZA GIULIO CESARE,5
138,533,2,,Edificio,CULTURALE,NON CLASSIFICATO,VIA ALLORO,54 - 58
138,610,1,2,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA LINCOLN,131
138,612,1,2,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA LINCOLN,121
138,623,1,7,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA LINCOLN,121
138,703,1,,Terreno,AREA,TERRENO,PIAZZA MAGIONE,SNC
138,711,1,,Terreno,AREA,TERRENO,PIAZZA MAGIONE,SNC
139,54,1,,Edificio,IMPIANTO TECNICO,TORRE D'ACQUA,PIAZZA DELLA PINTA,10
139,85,1,,Edificio,LOCALE TECNICO,CABINA ELETTRICA,PIAZZA PORTA MONTALTO,1
139,307,1,,Edificio,SCUOLA,MATERNA/ELEMENTAREVIA MONGITORE ANTONINO,,4
139,309,1,,Edificio,SCUOLA,MATERNA/ELEMENTAREVIA MONGITORE ANTONINO,,4
139,671,4,50 10,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA DI CRISTINA GIOVANNI,10
139,1003,7,12 4 5 13 7 22 27,Unità abitativa,EDILIZIA RESIDENZIALE PUBBLICA,ALLOGGIO (E.R.P.),VIA LA GUMINA FRATELLI,8
144,545,1,,Terreno,AREA,AREA PARZIALMENTE EDIFICATA,VIA SANTICELLI,84
144,753,2,,Area,AREA,TERRENO CON EDIFICIOVIA AQUINO MOLARA,,SNC
144,1236,1,,Area,AREA,TERRENO,VIA MAIO BIONDO,8
144,2892,1,1,Unità abitativa,EDILIZIA RESIDENZIALE,ALLOGGIO (E.R.),VIA VILLA MAIO,10
145,1623,1,,Area,AREA,PARZIALMENTE EDIFICATA,STRADELLA CARTIERA GRANDE,12
145,1636,1,,Area,AREA,PARZIALMENTE EDIFICATA,STRADELLA CARTIERA GRANDE,12
415,2,1,,Edificio,UFFICIO,UFFICIO COMUNALE,VIA DELLO SPIRITO SANTO,35/37
